name_trans|viewData.symbol|exchange_trans|sector_trans|industry_trans|last|pair_change_percent|eq_market_cap|turnover_volume|eq_pe_ratio|MACD|eq_revenue|avg_volume|eq_eps|eq_beta|eq_dividend|eq_yield|tech_sum_900|tech_sum_3600|tech_sum_86400|tech_sum_week|tech_sum_month|daily|week|month|ytd|year|3year|eq_one_year_return|yield_us|peexclxor_us|ttmpr2rev_us|aprfcfps_us|ttmprfcfps_us|price2bk_us|pr2tanbk_us|epschngyr_us|ttmepschg_us|epstrendgr_us|revchngyr_us|ttmrevchg_us|revtrendgr_us|csptrendgr_us|ttmastturn_us|ttminvturn_us|ttmrevpere_us|ttmniperem_us|ttmrecturn_us|a52_week_high|a52_week_low|a52_week_high_diff|a52_week_low_diff|month_change|ttmgrosmgn_us|grosmgn5yr_us|ttmopmgn_us|opmgn5yr_us|ttmptmgn_us|ptmgn5yr_us|ttmnpmgn_us|margin5yr_us|qquickrati_us|qcurratio_us|qltd2eq_us|qtotd2eq_us|yld5yavg_us|divgrpct_us|ttmpayrat_us|ADX|ATR|BullBear|CCI|HL|ROC|RSI|STOCH|STOCHRSI|UO|WilliamsR
Raubex|RBXJ|Johannesburg|Industrials|Construction & Engineering|2675|-3.18%|4.82B|376.61K|8.18|-1.07|12.97B|65.94K|3.27|0.78|107.00|-|Strong Sell|Strong Sell|Strong Sell|Sell|Strong Sell|-3.18|-4.26|-0.93|-3.25|-31.62|30.42|-33.57|3.82%|8.64|0.39|11.90|-4.52K|1.02|1.28|15.15|29.28|8.48|23.21|19.02|5.15|9.58|1.31|11.04|1.15|22.03|5.14|4337|2351|-38.32|13.78|19.27%|13.77|12.09|7.81|5.73|7.85|5.21|4.55|3.49|1.04|1.36|10.31|30.95|2.52|216.67|30.85|35.26|114.07|-50.33|-200.73|-91.43|-3.22|43.47|27.68|0.00|16.94|-100.00
Lesaka Tech|LSKJ|Johannesburg|Industrials|Professional & Commercial Services|8125|0%|4.81B|0.00|-7.88|217.32|417.85M|1.97K|-0.59|1.16|-|-|Sell|Sell|Neutral|Strong Buy|Buy|0.00|0.00|1.30|10.86|12.69|49.00|12.69|-|-|0.38|1.66|1.73|0.36|1.15|-743.76|-157.06|31.61|-34.54|-11.43|6.27|-15.76|0.44|24.56|63.84|-4.86|4.58|10055|5500|-19.19|47.73|5.91%|47.77|52.17|-4.59|16.57|-1.54|19.55|-7.62|12.39|1.29|1.33|1.85|17.51|-|-|-|30.66|412.50|102.60|-33.66|0.00|-6.61|52.83|44.10|31.68|40.51|-62.12
Grindrod Shipping|GSHJ|Johannesburg|Industrials|Freight & Logistics Services|28800|4.73%|4.78B|163.00|2.51|5.18|379.09M|1.59K|5.45|0.66|215.43|-|Strong Buy|Strong Buy|Strong Buy|Neutral|Neutral|4.73|7.07|1.84|-16.52|-21.63|462.28|-24.40|0.77%|2.74|0.31|218.62|4.76|13.59|0.35|-93.42|-111.21|-|-22.27|3.77|-8.46|-50.90|0.67|32.89|420.31|-27.19|26.96|47900|24050|-39.87|19.75|8.17%|3.48|4.36|-6.03|-11.69|-6.03|-11.69|-6.47|-12.26|2.05|2.23|35.74|42.08|4.51|-95.16|-|25.37|2.07K|-416.79|51.47|360.50|10.77|54.77|87.73|83.06|67.52|-7.86
Hudaco|HDCJ|Johannesburg|Consumer Non-Cyclicals|Consumer Goods Conglomerates|16700|3.57%|4.74B|17.95K|8.37|255.89|8.15B|34.22K|20.07|0.45|925.00|-|Strong Buy|Strong Buy|Neutral|Strong Buy|Strong Buy|3.57|2.14|1.30|18.43|11.33|84.94|11.38|5.66%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|17499|12400|-4.57|34.68|18.58%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|29.80|447.71|-218.82|-47.61|0.00|-2.09|57.59|86.16|33.03|49.68|-10.07
Curro Hol|COHJ|Johannesburg|Academic & Educational Services|School, College & University|780|0%|4.66B|666.49K|19.33|-30.33|3.99B|662.28K|0.40|1.24|11.08|-|Buy|Sell|Strong Sell|Strong Sell|Strong Sell|0.00|-4.18|-12.65|-13.33|-25.07|-10.96|-22.16|1.29%|19.52|1.12|5.83|-46.18|0.64|0.00|-41.86|-7.10|0.00|19.16|17.30|0.00|0.00|0.35|-|900.58|-1.64|16.84|1200|760|-35.00|2.63|-3.83%|49.23|42.16|0.00|16.07|0.00|7.59|0.00|5.77|0.00|0.85|0.00|0.00|0.54|0.00|20.50|52.49|22.93|-119.87|-138.26|-62.00|-13.43|23.60|25.55|0.00|32.58|-87.42
Gemfields|GMLJ|Johannesburg|Basic Materials|Metals & Mining|380|2.7%|4.61B|41.45K|3.24|-0.26|5.60B|150.19K|0.06|0.31|47.68|-|Strong Buy|Strong Buy|Strong Buy|Neutral|Strong Buy|2.70|0.00|-1.81|-1.30|43.62|111.11|51.60|12.29%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|410|246|-7.32|54.47|-1.06%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|46.19|9.93|6.43|93.98|0.00|4.70|51.45|61.41|93.59|56.15|-40.74
ArcelorMittal|ACLJ|Johannesburg|Basic Materials|Metals & Mining|410|1.23%|4.57B|558.44K|1.72|-8.87|39.71B|825.50K|2.36|1.08|-|-|Strong Buy|Strong Buy|Strong Sell|Strong Sell|Strong Sell|1.23|-3.98|3.27|-13.50|-50.60|432.47|-49.69|-|1.73|0.11|10.99|-3.05|0.39|0.40|-110.02|-60.24|0.00|-11.92|2.68|0.88|7.63|1.38|2.22|4.38|362.16|10.67|1049|372|-60.92|10.22|2.53%|34.14|33.60|8.58|5.06|6.46|0.51|6.46|0.51|0.54|1.48|23.13|54.84|0.00|0.00|0.00|36.81|27.00|-27.06|-97.64|0.00|-6.82|45.52|43.04|36.61|48.66|-63.29
PPC|PPCJ|Johannesburg|Basic Materials|Construction Materials|301|-0.99%|4.41B|1.96M|-4.85|9.39|5.10B|3.45M|-0.63|0.92|-|-|Sell|Sell|Sell|Strong Buy|Neutral|-0.99|-7.38|-2.59|38.07|-26.04|181.31|-27.12|-|-5.04|0.45|5.64|11.17|0.70|0.74|-115.59|-215.15|-6.95|-0.55|0.58|0.50|-23.11|0.70|7.29|2.99|567.00|10.48|458|186|-34.28|61.83|19.62%|12.74|20.03|1.64|7.87|-6.99|2.50|-9.91|-4.66|1.01|1.73|16.30|23.96|-|0.00|0.00|26.32|18.07|-25.27|-131.12|-3.93|-5.05|49.90|27.78|0.00|41.74|-81.82
Metair|MTAJ|Johannesburg|Consumer Cyclicals|Automobiles & Auto Parts|2260|-1.74%|4.37B|29.41K|10.21|-48.00|12.51B|157.38K|2.21|0.69|90.00|-|Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-1.74|-6.26|-8.09|-17.82|-11.89|25.63|-13.58|3.54%|11.09|0.38|10.59|-5.21|0.97|1.21|-75.65|-40.57|9.11|-1.89|1.79|7.11|8.38|1.23|4.63|2.06|73.29|4.38|3134|2161|-27.89|4.58|-3.61%|12.26|17.15|5.58|7.97|5.70|6.91|3.42|5.09|0.63|1.16|6.52|64.06|3.31|0.00|40.85|14.88|128.21|-266.00|-254.12|-122.07|-9.60|30.96|41.15|0.00|25.67|-85.98
Mpact|MPTJ|Johannesburg|Basic Materials|Containers & Packaging|2971|-1.23%|4.33B|9.67K|6.78|5.76|12.10B|12.72K|5.00|0.86|115.00|-|Neutral|Strong Sell|Neutral|Neutral|Neutral|-1.23|0.00|2.03|1.78|-8.70|160.84|-4.16|3.77%|7.95|0.37|6.49|-11.82|1.10|1.27|46.33|41.67|8.52|8.87|7.14|2.72|-3.13|1.30|3.79|2.32|121.72|5.06|3690|2635|-19.49|12.75|2.99%|46.16|43.11|8.48|6.30|7.26|2.28|4.81|1.37|0.00|2.52|0.00|0.00|1.40|0.00|18.07|39.26|179.64|-63.59|-72.76|0.00|-4.16|47.96|47.04|6.03|56.28|-80.15
Cashbuild|CSBJ|Johannesburg|Consumer Cyclicals|Specialty Retailers|18596|-1.09%|4.19B|110.37K|12.98|-114.39|14.17B|12.98K|14.52|0.96|1.08K|-|Neutral|Sell|Strong Sell|Strong Sell|Strong Sell|-1.09|-0.78|-2.64|-1.61|-29.85|16.23|-28.93|5.73%|12.77|0.38|23.22|16.87|1.81|0.00|-49.59|-44.88|0.46|-4.08|-7.66|2.75|5.95|1.59|9.07|1.81|74.70|106.53|29200|18000|-36.32|3.31|5.69%|24.32|25.49|2.80|5.62|5.20|5.96|3.03|4.06|0.00|1.25|0.00|0.00|5.96|180.92|89.28|16.21|660.21|-793.89|-110.69|-213.71|-4.36|41.77|89.30|6.86|56.51|-14.04
Exemplar REITail|EXPJ|Johannesburg|Real Estate|Residential & Commercial REITs|1199|0%|3.98B|0.00|3.84|45.20|1.47B|5.96K|3.15|0.03|140.97|-|Neutral|Neutral|Neutral|Neutral|Strong Buy|0.00|0.00|-0.08|-0.08|24.90|30.33|24.90|11.75%|3.80|3.94|7.69|0.00|0.92|0.92|67.35|207.61|0.00|27.62|14.79|24.64|0.00|0.14|0.00|-|-|13.75|1210|1199|-0.91|0.00|-0.08%|67.76|64.07|65.15|61.46|114.98|63.73|103.69|62.85|0.71|0.92|61.62|62.27|8.42|11.78|38.87|38.19|0.07|28.02|-193.10|-0.79|-0.08|77.70|50.00|0.00|12.82|-100.00
Stadio|SDOJ|Johannesburg|Academic & Educational Services|Miscellaneous Educational Service Providers|450|-1.1%|3.83B|81.21K|27.27|-1.21|274.92M|397.20K|0.17|0.88|4.70|-|Strong Sell|Strong Sell|Strong Sell|Neutral|Strong Buy|-1.10|-10.00|3.45|-8.35|36.78|221.43|36.36|1.03%|27.33|3.28|0.00|25.08|2.24|4.71|16.42|333.11|58.12|12.70|15.28|87.38|24.54|0.50|876.07|-|-|6.34|510|299|-11.76|50.50|-6.84%|38.91|33.01|22.50|16.80|19.84|10.59|12.00|4.96|1.04|1.04|12.57|10.78|0.13|0.00|28.55|25.76|27.57|4.45|-31.49|0.00|-7.97|48.21|39.87|21.10|34.81|-75.95
Dipula Income Fund Ltd|DIBJ|Johannesburg|Real Estate|Residential & Commercial REITs|419|-1.41%|3.74B|10.00K|3.46|2.88|1.35B|100.47K|1.21|0.97|73.19|-|Strong Sell|Sell|Buy|Strong Buy|Buy|-1.41|-0.71|0.96|2.20|0.96|104.39|0.96|17.64%|3.45|2.76|6.21|0.00|0.63|0.63|163.90|49.01|5.71|6.14|2.89|4.80|0.00|0.14|0.00|17.33|13.82|15.90|466|348|-10.09|20.40|-1.18%|66.46|66.06|62.61|60.59|79.72|41.92|79.92|40.61|0.10|0.21|39.78|61.45|21.81|62.28|54.45|35.90|5.64|-3.13|-25.72|0.00|0.96|50.84|53.78|2.21|51.15|-58.82
Caxton|CATJ|Johannesburg|Consumer Cyclicals|Media & Publishing|1015|-0.98%|3.68B|79.94K|6.74|33.42|4.51B|235.96K|1.51|0.15|50.00|-|Buy|Neutral|Strong Buy|Strong Buy|Strong Buy|-0.98|1.00|15.87|10.45|9.02|63.45|10.57|4.98%|5.85|0.54|34.64|-28.55|0.47|0.48|127.50|2.08|6.15|16.91|14.54|-1.37|-10.35|0.71|3.37|1.34|121.93|5.16|1089|806|-6.80|25.93|-1.46%|29.12|29.01|9.89|5.49|11.48|7.81|9.23|5.88|1.95|3.08|0.19|0.26|6.88|0.00|33.14|41.32|45.71|71.24|73.63|39.79|13.92|68.77|65.66|87.21|45.23|-34.58
Blue Label|BLUJ|Johannesburg|Technology|Telecommunications Services|416|-0.95%|3.67B|1.88M|8.88|-21.43|-|1.67M|0.48|0.93|-|-|Strong Buy|Buy|Strong Sell|Strong Sell|Strong Sell|-0.95|-1.42|-19.69|-14.75|-33.12|104.93|-27.02|-|0.00|0.00|0.00|0.00|0.00|2.63|-114.39|-54.80|0.52|7.90|0.53|-8.02|6.31|1.32|9.42|11.64|277.47|7.09|750|397|-44.53|4.79|-12.69%|10.08|7.39|0.00|3.97|0.00|-3.43|0.00|-4.77|0.66|1.22|69.35|120.20|0.32|0.00|0.00|51.28|24.57|-76.68|-101.23|-24.64|-19.07|33.17|24.04|12.48|47.28|-85.25
Liberty Two Degrees|L2DJ|Johannesburg|Real Estate|Residential & Commercial REITs|412|-4.19%|3.58B|10.10K|15.36|-7.71|514.79M|115.41K|0.28|0.10|36.47|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-4.19|-10.43|-14.17|-12.34|-0.96|-27.72|3.00|8.38%|16.41|3.89|11.29|11.45|0.61|0.61|116.83|2.14|-13.92|14.66|9.08|7.06|0.00|0.12|0.00|-|-|4.62|520|370|-20.77|11.35|-6.52%|44.63|55.66|48.84|54.18|24.21|5.34|23.67|3.07|0.45|0.59|20.54|20.57|11.80|-24.21|130.27|33.33|21.43|-50.21|-182.47|-15.86|-7.42|38.62|45.90|0.00|48.93|-96.72
Clientèle|CLIJ|Johannesburg|Financial|Insurance|1050|0.77%|3.52B|35.00K|7.50|-0.11|2.65B|17.46K|1.40|0.15|120.00|-|Strong Buy|Strong Buy|Buy|Sell|Strong Sell|0.77|0.96|2.34|-1.87|1.84|-20.75|1.45|11.54%|7.32|1.29|9.14|8.10|3.44|3.58|14.62|12.29|-1.54|0.06|-6.66|3.75|1.40|0.25|183.01|1.28|184.33|-|1335|985|-21.35|6.60|-1.73%|56.09|47.62|33.21|36.04|24.43|19.40|17.66|12.75|24.78|24.99|10.04|10.04|11.98|15.79|85.94|59.61|22.36|25.19|160.44|6.50|2.94|54.18|44.38|100.00|70.78|-43.82
Sabvest Capital|SBPJ|Johannesburg|Financial|Investment Banking & Investment Services|8662|0.01%|3.42B|395.00|4.43|3.86|472.46M|6.17K|18.97|-0.14|105.00|-|Strong Sell|Strong Sell|Strong Sell|Buy|Strong Buy|0.01|-1.86|-7.85|3.61|39.94|-|38.37|1.14%|4.71|3.83|14.66|52.16|0.87|0.87|26.22|0.04|183.95|14.91|-7.00|50.75|-0.42|0.22|0.00|103.11|83.77|-|9779|6110|-11.42|41.77|2.82%|98.73|97.70|87.18|83.78|83.93|79.22|81.24|86.06|0.40|0.69|6.58|8.37|0.29|0.00|3.94|26.63|132.64|-290.56|-151.68|-117.14|-3.76|44.05|20.57|0.40|39.10|-96.57
Merafe|MRFJ|Johannesburg|Basic Materials|Metals & Mining|137|-1.44%|3.41B|191.51K|1.70|-0.05|8.61B|1.12M|0.81|0.54|34.00|-|Strong Sell|Strong Sell|Neutral|Strong Buy|Strong Buy|-1.44|1.48|0.00|3.79|-15.43|204.44|-17.96|24.29%|1.78|0.42|2.83|4.50|0.87|0.88|60.61|278.51|25.79|14.57|39.11|7.18|11.26|1.80|-|919.76|79.43|4.80|196|103|-30.10|33.01|3.73%|100.00|66.07|30.25|10.68|32.55|1.05|23.49|0.54|2.63|4.44|0.48|0.36|11.86|75.00|35.82|36.16|5.29|-0.74|-48.85|0.00|-1.44|49.58|23.45|26.42|48.43|-69.23
MiX Telematics Ltd|MIXJ|Johannesburg|Technology|Software & IT Services|592|-0.5%|3.28B|29.99K|595.00|17.50|144.24M|199.85K|0.01|0.62|16.00|-|Buy|Buy|Neutral|Strong Buy|Neutral|-0.50|-6.33|5.71|24.63|-19.46|-0.34|-19.46|2.71%|30.11|1.20|11.70|-53.79|1.55|3.63|342.28|-30.31|2.43|4.40|1.91|4.53|8.63|0.82|12.54|144.82|5.77|5.76|775|451|-23.61|31.26|0%|63.33|65.24|8.83|13.91|8.05|13.17|3.98|8.57|1.02|1.33|3.50|14.85|2.19|15.07|93.96|33.40|31.79|-34.04|-36.72|0.00|-0.50|51.61|33.78|0.00|60.83|-72.97
Libstar|LBRJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|546|-5.86%|3.25B|130.99K|15.06|-10.01|10.08B|89.84K|0.39|0.31|25.00|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-5.86|-6.67|-9.15|-5.86|-10.20|-20.06|-8.24|3.95%|10.61|0.34|0.00|12.56|0.66|2.37|95.64|362.45|-9.19|9.63|11.56|4.51|0.90|1.04|5.15|-|-|6.12|700|461|-22.00|18.44|-5.83%|22.95|23.34|6.02|6.30|3.72|3.77|2.20|1.97|0.89|1.91|25.44|41.49|3.16|-|65.14|27.73|28.86|-32.70|-169.93|-29.00|-11.94|34.90|53.29|10.02|50.34|-96.84
Altron|AELJ|Johannesburg|Technology|Software & IT Services|849|-0.35%|3.21B|46.91K|139.18|-6.54|7.93B|165.88K|0.06|-0.04|39.00|-|Sell|Strong Sell|Sell|Strong Sell|Neutral|-0.35|3.66|-2.41|-7.92|23.40|-53.86|21.98|4.35%|18.57|0.37|1.79|5.30|0.75|1.15|348.88|-99.81|0.00|20.88|11.62|-10.47|11.83|0.94|5.40|1.56|5.52|3.88|1000|677|-15.10|25.41|-1.15%|44.00|43.25|6.94|5.80|3.16|2.73|0.26|35.83|0.91|1.75|18.70|45.52|2.18|-62.71|508.70|28.65|46.14|-0.61|17.39|0.00|-0.12|47.75|49.81|84.31|43.49|-42.34
AfroCentric Investment Corp|ACTJ|Johannesburg|Financial|Investment Holding Companies|555|0%|3.20B|0.00|10.16|6.64|6.49B|72.63K|0.55|0.32|34.00|-|Sell|Neutral|Strong Buy|Strong Buy|Strong Buy|0.00|0.18|3.35|7.98|16.84|91.38|17.83|6.48%|10.06|0.36|3.85|4.42|1.29|-5.03|0.00|3.83|20.79|0.00|7.99|18.18|8.27|1.65|10.55|1.50|82.89|15.48|570|300|-2.63|85.00|5.09%|48.40|37.75|8.32|9.79|7.74|9.90|3.60|6.96|0.72|1.33|21.69|34.71|9.13|2.04|93.52|36.02|10.86|-0.14|57.34|0.00|2.59|55.28|54.86|50.83|61.77|-41.67
Heriot|HETJ|Johannesburg|Real Estate|Residential & Commercial REITs|1150|0%|2.94B|0.00|4.81|-|422.56M|100.00K|2.39|-0.01|102.05|-|-|-|-|-|-|0.00|0.00|0.00|0.00|0.00|0.00|0.00|8.87%|4.82|5.10|11.82|0.00|0.90|0.90|86.05|94.74|0.00|4.86|14.25|0.00|0.00|0.11|0.00|-|-|102.72|1150|1150|0.00|0.00|-|66.56|71.37|59.88|65.80|106.61|55.01|105.83|54.50|0.37|0.63|60.04|67.58|6.39|16.91|40.77|-|-|-|-|-|-|-|-|-|-|-
RENERGEN|RENJ|Johannesburg|Energy|Oil & Gas|1980|0.87%|2.87B|400.83K|-74.20|-105.71|1.23M|445.56K|-0.26|0.51|-|-|Strong Buy|Neutral|Strong Sell|Strong Sell|Strong Sell|0.87|-7.91|-18.11|-17.33|-47.59|62.30|-47.89|-|-91.79|1.16K|-70.95|-6.68|4.93|7.07|8.24|23.47|0.00|-1.20|15.81|8.90|73.74|0.00|5.65|-|-|0.08|4390|1910|-54.90|3.66|-23.06%|-28.64|-25.80|-1.71K|-1.67K|-1.72K|-2.02K|-1.26K|-1.70K|1.07|1.56|130.16|143.04|-|0.00|-|55.89|103.14|-313.81|-180.45|-62.64|-7.61|31.31|52.70|36.84|40.43|-78.46
Kaap Agri Bedryf|KALJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|4015|0.12%|2.83B|33.17K|7.12|-35.43|11.44B|98.32K|5.63|0.59|168.00|-|Buy|Neutral|Strong Sell|Strong Sell|Sell|0.12|-2.07|-5.53|-2.00|-18.89|71.07|-18.76|4.15%|7.13|0.18|13.26|-627.97|1.05|2.70|25.04|23.13|10.45|73.35|48.36|19.60|1.53|2.22|9.62|2.33|61.16|6.85|4999|3476|-19.68|15.51|-0.6%|12.76|15.27|3.31|4.35|3.55|4.61|2.52|3.36|0.74|1.21|31.13|105.81|3.89|86.67|32.25|43.76|56.00|-112.59|-137.89|-47.14|-3.35|37.27|23.41|18.38|42.31|-91.57
Sea Harvest|SHGJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|998|-5.67%|2.79B|52.68K|9.01|-12.36|6.80B|182.69K|1.11|0.16|38.00|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-5.67|0.81|-2.63|-16.83|-29.72|-28.97|-29.72|3.84%|6.32|0.53|5.73|9.75|0.88|3.51|-14.37|-8.66|14.25|28.61|16.47|19.03|26.09|0.77|4.25|-|-|5.89|1488|960|-32.93|3.96|-6.02%|27.30|32.81|12.48|14.69|10.70|13.95|8.40|10.19|1.10|2.23|75.12|87.69|2.96|13.23|38.30|23.01|58.21|-34.63|-59.65|0.00|-1.68|46.51|49.34|51.66|36.59|-65.45
Sygnia Ltd|SYGJ|Johannesburg|Financial|Investment Banking & Investment Services|1825|0%|2.75B|0.00|9.55|-0.56|603.14M|27.30K|1.91|0.68|210.00|-|Strong Buy|Strong Buy|Neutral|Strong Buy|Strong Buy|0.00|-0.82|1.39|1.39|11.01|109.77|20.30|11.7%|9.30|3.30|11.46|11.59|3.17|6.19|2.81|12.07|22.38|6.41|9.72|19.41|-19.14|0.01|0.00|2.78|987.51|5.08|1987|1490|-8.15|22.48|1.39%|51.26|46.79|46.98|39.21|49.74|41.65|35.45|29.07|1.47|1.61|17.27|18.91|8.72|68.00|83.68|23.52|61.21|-7.60|15.85|0.00|2.47|53.46|31.85|84.88|29.33|-50.00
RFG Holdings|RFGJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|1033|-3.91%|2.70B|88.42K|7.61|-34.95|5.34B|47.79K|1.38|0.06|45.80|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-3.91|-9.39|-16.56|-17.36|-13.19|-19.23|-4.35|3.74%|7.49|0.37|6.32|16.14|0.89|1.26|83.66|66.89|7.53|22.90|21.93|9.57|-11.80|1.38|3.87|-|-|6.73|1364|902|-24.27|14.52|-2.94%|22.62|22.78|6.93|6.57|6.70|5.12|4.97|3.84|0.76|1.83|15.77|36.65|2.11|59.03|21.11|58.80|40.57|-164.72|-351.47|-97.64|-10.17|28.48|54.41|0.00|20.03|-89.62
Invicta Holdings|IVTPp|Johannesburg|Industrials|Diversified Industrial Goods Wholesale|9599|0%|2.69B|0.00|5.62|-12.18|3.83B|5.43K|4.67|1.21|885.19|-|Buy|Strong Buy|Neutral|Strong Buy|Strong Buy|0.00|0.93|-0.03|0.65|13.93|37.13|11.62|9.22%|5.14|0.34|0.00|14.30|0.59|0.61|-51.60|-31.10|8.92|7.17|6.97|-5.68|-22.39|0.93|2.06|-|-|6.15|9999|8300|-4.00|15.65|-0.55%|31.71|30.41|8.48|7.98|10.02|4.04|7.45|1.89|0.96|2.54|26.55|40.87|1.88|-14.87|28.33|42.02|99.07|67.37|77.44|47.43|-0.01|51.06|44.48|82.15|34.51|-25.19
Invicta|IVTJ|Johannesburg|Industrials|Diversified Industrial Goods Wholesale|2695|2.67%|2.69B|15.90K|5.62|4.80|3.83B|25.41K|4.67|1.21|90.00|-|Neutral|Strong Buy|Strong Buy|Neutral|Strong Sell|2.67|-0.19|3.06|-1.96|-15.78|236.88|-14.44|3.56%|5.14|0.34|0.00|14.30|0.59|0.61|-51.60|-31.10|8.92|7.17|6.97|-5.68|-22.39|0.93|2.06|2.47|165.08|6.15|3647|2350|-26.10|14.68|-3.7%|31.71|30.41|8.48|7.98|10.02|4.04|7.45|1.89|0.96|2.54|26.55|40.87|1.88|0.00|28.33|21.55|133.00|23.75|59.16|6.07|3.65|52.63|71.25|78.11|49.14|-26.25
Zeder|ZEDJ|Johannesburg|Financial|Investment Banking & Investment Services|173|1.17%|2.66B|525.82K|24.17|0.83|-438.00M|1.58M|0.07|-0.13|102.50|-|Strong Sell|Buy|Strong Buy|Neutral|Neutral|1.17|1.76|0.58|1.17|-12.44|-58.81|-14.16|59.59%|-63.41|0.00|0.00|0.00|0.63|0.63|-142.86|-91.79|0.00|0.00|0.00|0.00|0.00|0.07|0.00|-|-|43.45|229|155|-24.45|11.61|3.61%|29.13|21.69|0.00|-0.85|0.00|5.67|0.00|14.53|3.71|6.88|0.00|0.00|13.71|0.00|0.00|25.81|6.00|6.08|131.02|0.36|3.59|53.94|58.75|69.17|54.51|-37.50
Acsion|ACSJ|Johannesburg|Real Estate|Real Estate Operations|680|-11.69%|2.62B|16.12K|2.43|22.02|576.20M|7.90K|2.80|-0.44|36.00|-|Strong Sell|Strong Sell|Sell|Neutral|Strong Buy|-11.69|-14.89|-14.89|-23.94|25.93|13.33|25.93|4.51%|2.65|2.57|4.72|0.00|0.33|0.36|-14.54|87.46|13.16|51.65|50.15|11.63|0.00|0.10|8.92|7.74|7.69|22.14|903|401|-24.70|69.58|-3.27%|66.33|75.58|63.30|60.94|121.77|132.67|97.06|101.88|1.64|1.80|14.50|21.67|1.20|0.00|6.40|75.92|61.50|-99.50|-109.17|-67.07|-21.02|44.56|52.30|0.00|51.68|-97.34
Octodec|OCTJ|Johannesburg|Real Estate|Residential & Commercial REITs|980|0%|2.61B|6.23K|4.32|-11.76|1.47B|57.05K|2.27|0.92|130.00|-|Neutral|Neutral|Strong Sell|Sell|Neutral|0.00|-3.35|-3.54|0.00|28.10|-10.17|26.13|12.44%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1125|702|-12.89|39.60|-6.47%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|22.03|36.07|-24.41|-80.51|0.00|-3.92|43.34|59.56|25.09|39.21|-46.67
City Lodge|CLHJ|Johannesburg|Consumer Cyclicals|Hotels & Entertainment Services|420|1.2%|2.53B|356.37K|11.23|-18.02|1.64B|1.02M|0.37|0.93|5.00|-|Strong Buy|Buy|Strong Sell|Strong Sell|Strong Sell|1.20|-3.89|-14.63|-17.16|-16.67|-47.57|-16.50|1.15%|12.36|1.73|-269.65|8.57|2.45|2.51|390.07|175.11|-55.40|94.34|108.11|-6.10|-39.13|0.48|119.17|1.26|175.91|23.15|550|359|-23.64|16.99|-13.4%|58.35|38.39|17.53|2.31|18.41|-36.12|14.01|-32.89|1.08|1.48|27.92|154.80|13.77|0.00|52.76|43.54|18.71|-58.78|-185.18|-5.21|-12.68|30.59|42.54|51.88|44.80|-72.09
Schroder European Real Estate PLC|SCDJ|Johannesburg|Real Estate|Residential & Commercial REITs|1761|0%|2.46B|0.00|8.91|13.92|21.12M|41.00K|0.10|0.63|208.75|-|Strong Sell|Sell|Strong Sell|Neutral|Strong Sell|0.00|0.06|-4.14|6.73|-5.94|-11.51|-5.94|11.6%|9.14|7.24|191.36|191.36|0.89|0.89|-60.89|27.29|6.19|-3.31|28.93|28.18|-|0.09|-|-|-|3.05|2206|1404|-20.17|25.43|3.53%|71.04|72.51|77.05|90.57|76.61|81.76|69.81|71.76|1.41|4.99|28.64|28.64|7.96|72.21|71.56|50.47|47.36|-29.15|-103.98|-20.21|-2.17|49.25|16.80|0.64|39.95|-87.42
Lewis|LEWJ|Johannesburg|Consumer Cyclicals|Specialty Retailers|4269|1.89%|2.44B|6.36K|5.76|-69.31|5.47B|26.36K|7.34|0.41|413.00|-|Strong Buy|Strong Buy|Neutral|Strong Sell|Strong Sell|1.89|-0.95|-5.57|-12.88|-10.50|60.85|-9.17|9.39%|5.38|0.33|3.91|15.00|0.53|0.55|-0.11|7.45|12.64|3.98|4.15|5.35|12.83|1.04|2.32|805.71|49.47|1.60|5487|3751|-22.20|13.81|-9.43%|63.80|66.36|10.19|8.01|8.36|7.44|6.14|5.16|2.17|2.93|12.65|30.14|11.16|96.97|55.51|42.10|138.79|-28.24|37.04|0.00|2.82|46.93|52.94|60.87|57.97|-50.92
